Calling Number,Called Number,Start Time,Duration (sec),Call Type,IMEI,IMSI,Cell Tower ID
+919846974050,+919885777327,2026-07-17 06:43:37,0,SMS,86043104557086,404452821672518,CGI-404-45-11009-9050
+919876543210,+919875196033,2026-07-17 07:13:15,319,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919892700598,+919859132987,2026-07-17 07:22:08,39,VOICE,86043104944656,404458660768843,CGI-404-45-11009-8644
+919886183416,+919885777327,2026-07-17 07:38:10,108,VOICE,86043104924408,404459354768876,CGI-404-45-11009-9050
+919810459204,+919859132987,2026-07-17 08:08:59,40,VOICE,86043104133431,404458728091921,CGI-404-45-11009-8644
+919868125346,+919885777327,2026-07-17 08:49:59,0,DATA,86043104800039,404457006518736,CGI-404-45-11009-3162
+919876543210,+919123456789,2026-07-17 09:06:28,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-3633
+919816127655,+919847538529,2026-07-17 09:37:08,126,VOICE,86043104415391,404452055160233,CGI-404-45-11009-5382
+919876543210,+919887439161,2026-07-17 10:19:40,450,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919868125346,+919846294375,2026-07-17 10:40:25,267,VOICE,86043104942747,404452031977873,CGI-404-45-11009-3162
+919876543210,+919123456789,2026-07-17 10:50:41,434,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919847538529,+919887439161,2026-07-17 11:36:38,0,SMS,86043104929426,404451231038241,CGI-404-45-11009-2170
+919875196033,+919847538529,2026-07-17 12:07:21,241,VOICE,86043104229292,404453297961828,CGI-404-45-11009-3162
+919868125346,+919894141963,2026-07-17 12:29:33,204,VOICE,86043104220222,404458717074680,CGI-404-45-11009-6584
+919816127655,+919865384622,2026-07-17 12:48:39,0,DATA,86043104610736,404458165528264,CGI-404-45-11009-6584
+919847538529,+919868125346,2026-07-17 13:01:52,0,DATA,86043104155313,404454394925247,CGI-404-45-11009-8644
+919876543210,+919123456789,2026-07-17 13:14:02,191,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919123456789,2026-07-17 13:41:03,166,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919846294375,+919810459204,2026-07-17 14:14:27,218,VOICE,86043104244126,404455261988646,CGI-404-45-11009-6584
+919876543210,+919123456789,2026-07-17 14:59:11,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-3162
+919816127655,+919859132987,2026-07-17 15:36:27,0,DATA,86043104246314,404455656095891,CGI-404-45-11009-4132
+919872631643,+919887439161,2026-07-17 16:05:58,0,SMS,86043104266340,404451639838225,CGI-404-45-11009-8644
+919886183416,+919887439161,2026-07-17 16:47:21,273,VOICE,86043104123581,404452483072039,CGI-404-45-11009-9050
+919841221207,+919846294375,2026-07-17 16:56:02,0,SMS,86043104755380,404458242141648,CGI-404-45-11009-4768
+919885777327,+919872631643,2026-07-17 17:01:12,0,DATA,86043104484185,404456099552157,CGI-404-45-11009-4132
+919846294375,+919831636323,2026-07-17 17:38:21,0,DATA,86043104573573,404453742247655,CGI-404-45-11009-2553
+919876543210,+919123456789,2026-07-17 18:02:22,183,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919892700598,+919831636323,2026-07-17 18:10:58,0,SMS,86043104894302,404451718212096,CGI-404-45-11009-2553
+919846294375,+919841221207,2026-07-17 18:49:18,95,VOICE,86043104483116,404459292453907,CGI-404-45-11009-5382
+919816127655,+919872631643,2026-07-17 19:26:35,150,VOICE,86043104776837,404451323340582,CGI-404-45-11009-4768
+919865384622,+919885777327,2026-07-17 19:51:42,0,DATA,86043104600134,404456008993886,CGI-404-45-11009-3633
+919846974050,+919810459204,2026-07-17 20:30:45,0,DATA,86043104642219,404455862981977,CGI-404-45-11009-6584
+919831636323,+919816127655,2026-07-17 20:58:44,105,VOICE,86043104466898,404454664246617,CGI-404-45-11009-4132
+919876543210,+919123456789,2026-07-17 21:08:54,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919892700598,+919810459204,2026-07-17 21:38:39,0,SMS,86043104632315,404454661999133,CGI-404-45-11009-2553
+919847538529,+919886183416,2026-07-17 22:22:16,165,VOICE,86043104366331,404457529102976,CGI-404-45-11009-8644
+919876543210,+919844447836,2026-07-17 22:58:38,175,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919841221207,+919845269406,2026-07-17 23:38:42,0,SMS,86043104723862,404454345197152,CGI-404-45-11009-6584
+919875196033,+919892700598,2026-07-17 23:59:58,0,SMS,86043104492612,404459359030992,CGI-404-45-11009-9050
+919816127655,+919859132987,2026-07-18 00:21:20,0,DATA,86043104884005,404454892683751,CGI-404-45-11009-2553
+919831636323,+919868125346,2026-07-18 00:48:05,217,VOICE,86043104213939,404453116604572,CGI-404-45-11009-3162
+919876543210,+919123456789,2026-07-18 00:54:00,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919846974050,+919872631643,2026-07-18 01:20:27,58,VOICE,86043104675241,404454058441657,CGI-404-45-11009-6584
+919865384622,+919859132987,2026-07-18 02:00:32,0,DATA,86043104402407,404452086495370,CGI-404-45-11009-4132
+919876543210,+919123456789,2026-07-18 02:31:06,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919846974050,+919887439161,2026-07-18 02:40:15,292,VOICE,86043104174707,404452645220566,CGI-404-45-11009-6584
+919876543210,+919123456789,2026-07-18 03:14:15,146,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919811661391,2026-07-18 03:39:41,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919831636323,+919885777327,2026-07-18 04:09:20,266,VOICE,86043104628921,404452007673897,CGI-404-45-11009-4768
+919876543210,+919123456789,2026-07-18 04:54:02,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919123456789,2026-07-18 05:12:16,116,VOICE,359871109988776,404459876543210,CGI-404-45-11009-2553
+919892700598,+919847538529,2026-07-18 05:39:55,238,VOICE,86043104325969,404455310979287,CGI-404-45-11009-9050
+919876543210,+919123456789,2026-07-18 05:55:59,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919887439161,+919872631643,2026-07-18 06:20:21,0,DATA,86043104596815,404455930781734,CGI-404-45-11009-5382
+919876543210,+919865384622,2026-07-18 06:29:01,66,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919887439161,+919886183416,2026-07-18 06:52:35,113,VOICE,86043104149653,404451229539624,CGI-404-45-11009-4768
+919816127655,+919885777327,2026-07-18 07:35:18,172,VOICE,86043104602911,404452127255434,CGI-404-45-11009-6584
+919859132987,+919811661391,2026-07-18 08:03:14,246,VOICE,86043104121085,404459745792899,CGI-404-45-11009-2170
+919875196033,+919846294375,2026-07-18 08:13:17,61,VOICE,86043104626780,404451047650943,CGI-404-45-11009-2553
+919876543210,+919123456789,2026-07-18 08:24:00,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919885777327,+919886183416,2026-07-18 09:04:04,86,VOICE,86043104975375,404457425648048,CGI-404-45-11009-3633
+919811661391,+919846974050,2026-07-18 09:19:33,35,VOICE,86043104503389,404453279845971,CGI-404-45-11009-6584
+919876543210,+919872631643,2026-07-18 10:01:02,363,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919872631643,+919894141963,2026-07-18 10:06:14,0,DATA,86043104399844,404459209340695,CGI-404-45-11009-9050
+919816127655,+919894141963,2026-07-18 10:36:51,0,DATA,86043104605444,404455583076356,CGI-404-45-11009-2170
+919876543210,+919841221207,2026-07-18 11:11:04,198,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919886183416,+919810459204,2026-07-18 11:57:02,0,DATA,86043104174133,404455971607384,CGI-404-45-11009-5382
+919868125346,+919810459204,2026-07-18 12:08:36,28,VOICE,86043104164268,404451631523077,CGI-404-45-11009-3162
+919876543210,+919846974050,2026-07-18 12:43:29,265,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919886183416,+919847538529,2026-07-18 13:24:24,0,DATA,86043104523883,404456659852744,CGI-404-45-11009-3162
+919887439161,+919894141963,2026-07-18 13:41:43,0,DATA,86043104800436,404452894467848,CGI-404-45-11009-4768
+919876543210,+919123456789,2026-07-18 14:16:00,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919875196033,+919887439161,2026-07-18 14:25:18,0,DATA,86043104599338,404455215258568,CGI-404-45-11009-2170
+919846294375,+919885777327,2026-07-18 15:08:05,22,VOICE,86043104364522,404457364969313,CGI-404-45-11009-4768
+919865384622,+919894141963,2026-07-18 15:38:29,0,DATA,86043104988427,404454352268934,CGI-404-45-11009-9050
+919859132987,+919872631643,2026-07-18 15:55:22,135,VOICE,86043104725031,404452513854990,CGI-404-45-11009-3162
+919810459204,+919816127655,2026-07-18 16:22:52,228,VOICE,86043104818070,404456533887578,CGI-404-45-11009-8644
+919810459204,+919847538529,2026-07-18 16:49:57,0,SMS,86043104494191,404456408708726,CGI-404-45-11009-2170
+919841221207,+919894141963,2026-07-18 17:14:20,163,VOICE,86043104554261,404455035296138,CGI-404-45-11009-2170
+919831636323,+919872631643,2026-07-18 17:30:58,174,VOICE,86043104156971,404458937098056,CGI-404-45-11009-5382
+919885777327,+919872631643,2026-07-18 18:02:32,0,DATA,86043104216019,404459012937872,CGI-404-45-11009-9050
+919872631643,+919887439161,2026-07-18 18:20:42,43,VOICE,86043104484375,404458918354591,CGI-404-45-11009-6584
+919844447836,+919816127655,2026-07-18 18:57:15,0,SMS,86043104890745,404458607307860,CGI-404-45-11009-2170
+919876543210,+919886183416,2026-07-18 19:10:53,264,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919847538529,+919875196033,2026-07-18 19:56:47,0,DATA,86043104557768,404453250960246,CGI-404-45-11009-3633
+919885777327,+919868125346,2026-07-18 20:24:59,291,VOICE,86043104954768,404451861166721,CGI-404-45-11009-3162
+919876543210,+919885777327,2026-07-18 20:54:33,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919123456789,2026-07-18 21:36:47,27,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919123456789,2026-07-18 22:04:16,342,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919123456789,2026-07-18 22:22:20,18,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919845269406,+919844447836,2026-07-18 22:48:35,138,VOICE,86043104235515,404459017219400,CGI-404-45-11009-2170
+919865384622,+919816127655,2026-07-18 22:54:31,31,VOICE,86043104135418,404458977560893,CGI-404-45-11009-2553
+919875196033,+919846974050,2026-07-18 23:01:09,0,DATA,86043104104839,404456670938300,CGI-404-45-11009-9050
+919859132987,+919844447836,2026-07-18 23:34:42,0,SMS,86043104783374,404459932032897,CGI-404-45-11009-6584
+919846294375,+919810459204,2026-07-18 23:48:27,0,DATA,86043104604797,404454050239732,CGI-404-45-11009-3633
+919876543210,+919123456789,2026-07-19 00:21:24,371,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919868125346,2026-07-19 00:49:13,17,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919892700598,+919810459204,2026-07-19 01:00:07,0,DATA,86043104863613,404458600536650,CGI-404-45-11009-6584
+919876543210,+919885777327,2026-07-19 01:30:59,387,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919894141963,+919841221207,2026-07-19 01:59:23,287,VOICE,86043104508350,404452101232120,CGI-404-45-11009-5382
+919844447836,+919885777327,2026-07-19 02:10:35,0,SMS,86043104642546,404451997870523,CGI-404-45-11009-2170
+919844447836,+919887439161,2026-07-19 02:22:51,0,DATA,86043104659398,404455213073857,CGI-404-45-11009-4768
+919875196033,+919868125346,2026-07-19 02:32:46,0,DATA,86043104856041,404457101824326,CGI-404-45-11009-6584
+919886183416,+919816127655,2026-07-19 03:15:01,214,VOICE,86043104457024,404454832232917,CGI-404-45-11009-3633
+919845269406,+919859132987,2026-07-19 03:24:28,0,DATA,86043104726447,404455602866584,CGI-404-45-11009-3633
+919892700598,+919894141963,2026-07-19 04:06:10,14,VOICE,86043104313032,404453051863433,CGI-404-45-11009-2553
+919844447836,+919846294375,2026-07-19 04:18:42,0,SMS,86043104286841,404452404372740,CGI-404-45-11009-2553
+919846294375,+919875196033,2026-07-19 04:58:35,101,VOICE,86043104142584,404459032694929,CGI-404-45-11009-2553
+919847538529,+919875196033,2026-07-19 05:31:27,0,DATA,86043104654700,404458500790689,CGI-404-45-11009-5382
+919810459204,+919868125346,2026-07-19 06:03:37,172,VOICE,86043104486422,404451866151248,CGI-404-45-11009-3633
+919894141963,+919811661391,2026-07-19 06:14:05,162,VOICE,86043104597090,404451529575774,CGI-404-45-11009-4132
+919847538529,+919859132987,2026-07-19 06:32:57,0,DATA,86043104605119,404457149678992,CGI-404-45-11009-5382
+919847538529,+919810459204,2026-07-19 07:02:14,33,VOICE,86043104719226,404457941857497,CGI-404-45-11009-2170
+919872631643,+919885777327,2026-07-19 07:18:28,75,VOICE,86043104852919,404459507271013,CGI-404-45-11009-2553
+919876543210,+919847538529,2026-07-19 08:01:39,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919123456789,2026-07-19 08:43:11,403,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919846974050,+919845269406,2026-07-19 09:04:56,0,SMS,86043104630240,404455939764887,CGI-404-45-11009-5382
+919876543210,+919887439161,2026-07-19 09:18:44,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-4768
+919865384622,+919885777327,2026-07-19 09:50:10,0,DATA,86043104861426,404454698088036,CGI-404-45-11009-2170
+919810459204,+919865384622,2026-07-19 10:01:31,0,DATA,86043104151188,404452982688835,CGI-404-45-11009-5382
+919894141963,+919844447836,2026-07-19 10:36:52,0,DATA,86043104399987,404458713958341,CGI-404-45-11009-6584
+919876543210,+919872631643,2026-07-19 11:01:25,444,VOICE,359871109988776,404459876543210,CGI-404-45-11009-4132
+919872631643,+919868125346,2026-07-19 11:08:19,0,SMS,86043104698388,404451021062530,CGI-404-45-11009-4768
+919892700598,+919894141963,2026-07-19 11:20:43,0,SMS,86043104779360,404458997581491,CGI-404-45-11009-3633
+919811661391,+919841221207,2026-07-19 11:40:03,167,VOICE,86043104590529,404455480716634,CGI-404-45-11009-4132
+919846294375,+919845269406,2026-07-19 11:54:54,0,DATA,86043104742178,404454120184811,CGI-404-45-11009-5382
+919831636323,+919865384622,2026-07-19 12:11:20,38,VOICE,86043104175700,404457210581802,CGI-404-45-11009-4132
+919876543210,+919123456789,2026-07-19 12:47:12,243,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919846294375,+919872631643,2026-07-19 13:01:48,0,DATA,86043104444376,404459825135952,CGI-404-45-11009-5382
+919811661391,+919865384622,2026-07-19 13:08:24,155,VOICE,86043104821566,404455411530179,CGI-404-45-11009-2553
+919810459204,+919868125346,2026-07-19 13:31:00,120,VOICE,86043104106749,404457933151412,CGI-404-45-11009-2170
+919876543210,+919123456789,2026-07-19 13:48:09,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919875196033,+919845269406,2026-07-19 14:24:09,211,VOICE,86043104155804,404452980920039,CGI-404-45-11009-6584
+919859132987,+919885777327,2026-07-19 14:40:15,0,DATA,86043104137520,404459374217532,CGI-404-45-11009-2553
+919841221207,+919831636323,2026-07-19 15:08:34,32,VOICE,86043104979098,404456044755076,CGI-404-45-11009-5382
+919876543210,+919123456789,2026-07-19 15:22:56,414,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919123456789,2026-07-19 16:04:32,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919811661391,+919845269406,2026-07-19 16:17:17,229,VOICE,86043104824727,404451763543421,CGI-404-45-11009-9050
+919846974050,+919831636323,2026-07-19 16:39:51,0,SMS,86043104783341,404451439229319,CGI-404-45-11009-6584
+919875196033,+919859132987,2026-07-19 16:46:49,178,VOICE,86043104807501,404457784943819,CGI-404-45-11009-3162
+919892700598,+919868125346,2026-07-19 16:58:05,0,SMS,86043104825358,404459174401632,CGI-404-45-11009-3162
+919865384622,+919846294375,2026-07-19 17:06:07,0,SMS,86043104326535,404452963054341,CGI-404-45-11009-6584
+919816127655,+919841221207,2026-07-19 17:28:52,0,SMS,86043104673361,404458677685975,CGI-404-45-11009-3633
+919845269406,+919846974050,2026-07-19 17:42:55,0,SMS,86043104525283,404458254886315,CGI-404-45-11009-6584
+919847538529,+919846974050,2026-07-19 17:50:44,0,DATA,86043104159277,404458242747488,CGI-404-45-11009-8644
+919868125346,+919844447836,2026-07-19 18:35:30,73,VOICE,86043104501378,404452181502323,CGI-404-45-11009-8644
+919810459204,+919816127655,2026-07-19 19:19:10,241,VOICE,86043104910178,404457924860953,CGI-404-45-11009-2170
+919875196033,+919886183416,2026-07-19 19:35:28,0,SMS,86043104433466,404453092587328,CGI-404-45-11009-4132
+919844447836,+919894141963,2026-07-19 20:18:31,0,DATA,86043104845136,404454419908211,CGI-404-45-11009-4768
+919885777327,+919894141963,2026-07-19 20:49:43,0,SMS,86043104442533,404451176159217,CGI-404-45-11009-4132
+919876543210,+919868125346,2026-07-19 21:19:52,304,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919123456789,2026-07-19 21:27:27,330,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919123456789,2026-07-19 22:07:12,36,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919887439161,+919886183416,2026-07-19 22:20:34,73,VOICE,86043104615233,404451420365938,CGI-404-45-11009-4132
+919865384622,+919831636323,2026-07-19 22:31:02,50,VOICE,86043104700854,404458364645262,CGI-404-45-11009-3633
+919887439161,+919816127655,2026-07-19 23:00:50,219,VOICE,86043104908474,404454395943498,CGI-404-45-11009-3162
+919859132987,+919865384622,2026-07-19 23:06:13,173,VOICE,86043104566287,404454124830978,CGI-404-45-11009-2553
+919859132987,+919847538529,2026-07-19 23:22:50,75,VOICE,86043104273264,404453075637155,CGI-404-45-11009-5382
+919876543210,+919846974050,2026-07-19 23:43:22,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919816127655,+919811661391,2026-07-20 00:05:00,107,VOICE,86043104628905,404453353462854,CGI-404-45-11009-2170
+919810459204,+919859132987,2026-07-20 00:32:29,76,VOICE,86043104118112,404452310141208,CGI-404-45-11009-4768
+919876543210,+919845269406,2026-07-20 01:02:57,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919859132987,+919845269406,2026-07-20 01:21:55,0,DATA,86043104967773,404452048743221,CGI-404-45-11009-9050
+919894141963,+919859132987,2026-07-20 01:38:24,257,VOICE,86043104425325,404457189079274,CGI-404-45-11009-2170
+919865384622,+919811661391,2026-07-20 02:16:41,64,VOICE,86043104721873,404459230874437,CGI-404-45-11009-2553
+919876543210,+919887439161,2026-07-20 02:25:14,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919846974050,+919831636323,2026-07-20 02:39:01,0,SMS,86043104806435,404455805095429,CGI-404-45-11009-2170
+919831636323,+919845269406,2026-07-20 03:14:41,0,SMS,86043104885294,404458940336199,CGI-404-45-11009-2170
+919865384622,+919841221207,2026-07-20 03:23:18,182,VOICE,86043104150824,404456738438258,CGI-404-45-11009-3633
+919810459204,+919846974050,2026-07-20 03:37:21,281,VOICE,86043104148284,404459289357474,CGI-404-45-11009-2553
+919859132987,+919886183416,2026-07-20 03:54:33,0,DATA,86043104113826,404459453436298,CGI-404-45-11009-3162
+919876543210,+919868125346,2026-07-20 04:25:40,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919123456789,2026-07-20 05:08:28,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919872631643,+919885777327,2026-07-20 05:44:20,0,SMS,86043104158157,404455561843638,CGI-404-45-11009-4768
+919816127655,+919810459204,2026-07-20 06:17:46,0,SMS,86043104860595,404459546959864,CGI-404-45-11009-9050
+919876543210,+919123456789,2026-07-20 07:02:35,334,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919847538529,+919865384622,2026-07-20 07:45:48,0,SMS,86043104912758,404452383237801,CGI-404-45-11009-6584
+919876543210,+919875196033,2026-07-20 08:23:56,15,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919872631643,+919816127655,2026-07-20 08:56:33,0,DATA,86043104610903,404452521195961,CGI-404-45-11009-5382
+919846974050,+919845269406,2026-07-20 09:16:48,44,VOICE,86043104937595,404458837575003,CGI-404-45-11009-4132
+919847538529,+919844447836,2026-07-20 09:51:28,113,VOICE,86043104558519,404455915904299,CGI-404-45-11009-3162
+919846974050,+919892700598,2026-07-20 10:23:32,0,SMS,86043104394445,404458521123429,CGI-404-45-11009-3633
+919810459204,+919887439161,2026-07-20 10:28:52,222,VOICE,86043104708154,404456277584725,CGI-404-45-11009-9050
+919872631643,+919844447836,2026-07-20 10:41:27,256,VOICE,86043104982601,404456507046978,CGI-404-45-11009-2553
+919894141963,+919892700598,2026-07-20 11:00:04,45,VOICE,86043104213991,404458530161959,CGI-404-45-11009-5382
+919876543210,+919123456789,2026-07-20 11:13:22,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-3162
+919876543210,+919845269406,2026-07-20 11:27:48,179,VOICE,359871109988776,404459876543210,CGI-404-45-11009-8644
+919810459204,+919859132987,2026-07-20 11:51:08,0,DATA,86043104712592,404459872402786,CGI-404-45-11009-4132
+919872631643,+919841221207,2026-07-20 12:12:26,0,DATA,86043104623625,404459239817293,CGI-404-45-11009-3633
+919811661391,+919844447836,2026-07-20 12:36:12,0,DATA,86043104827118,404451007266923,CGI-404-45-11009-6584
+919886183416,+919894141963,2026-07-20 12:53:57,0,SMS,86043104106636,404452384199880,CGI-404-45-11009-2553
+919844447836,+919885777327,2026-07-20 13:29:02,110,VOICE,86043104607489,404452460252952,CGI-404-45-11009-8644
+919875196033,+919872631643,2026-07-20 14:09:52,0,DATA,86043104430677,404453620572966,CGI-404-45-11009-2553
+919876543210,+919123456789,2026-07-20 14:42:18,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919123456789,2026-07-20 14:53:01,154,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919865384622,+919811661391,2026-07-20 15:06:54,0,DATA,86043104866938,404458054236386,CGI-404-45-11009-4768
+919876543210,+919123456789,2026-07-20 15:18:14,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919123456789,2026-07-20 15:49:23,223,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919811661391,+919845269406,2026-07-20 16:21:32,171,VOICE,86043104835361,404454668947663,CGI-404-45-11009-2553
+919875196033,+919846294375,2026-07-20 17:07:06,0,SMS,86043104770467,404451814700954,CGI-404-45-11009-3162
+919876543210,+919845269406,2026-07-20 17:41:42,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-4132
+919846974050,+919844447836,2026-07-20 17:55:16,263,VOICE,86043104293324,404453841577179,CGI-404-45-11009-8644
+919845269406,+919831636323,2026-07-20 18:02:55,0,SMS,86043104261938,404454529398078,CGI-404-45-11009-9050
+919865384622,+919886183416,2026-07-20 18:28:04,0,SMS,86043104123224,404451251717247,CGI-404-45-11009-2553
+919865384622,+919872631643,2026-07-20 18:46:05,0,DATA,86043104545187,404451186558950,CGI-404-45-11009-5382
+919865384622,+919846974050,2026-07-20 19:14:42,0,SMS,86043104803961,404459648199391,CGI-404-45-11009-6584
+919876543210,+919886183416,2026-07-20 19:38:21,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-9050
+919875196033,+919886183416,2026-07-20 20:05:35,0,DATA,86043104616811,404456357635344,CGI-404-45-11009-6584
+919876543210,+919885777327,2026-07-20 20:39:40,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-3633
+919894141963,+919886183416,2026-07-20 21:20:12,54,VOICE,86043104880458,404457784278278,CGI-404-45-11009-4132
+919868125346,+919875196033,2026-07-20 21:44:45,96,VOICE,86043104747204,404457863227015,CGI-404-45-11009-4132
+919811661391,+919865384622,2026-07-20 22:01:09,73,VOICE,86043104737565,404458427919923,CGI-404-45-11009-4768
+919865384622,+919816127655,2026-07-20 22:45:10,275,VOICE,86043104763972,404455190288386,CGI-404-45-11009-9050
+919876543210,+919123456789,2026-07-20 23:02:52,201,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919123456789,2026-07-20 23:32:24,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919868125346,+919859132987,2026-07-20 23:52:05,220,VOICE,86043104921406,404459745107603,CGI-404-45-11009-4132
+919831636323,+919846294375,2026-07-20 23:58:28,0,DATA,86043104731673,404455025707089,CGI-404-45-11009-4132
+919841221207,+919887439161,2026-07-21 00:26:16,14,VOICE,86043104593444,404454907745776,CGI-404-45-11009-6584
+919811661391,+919859132987,2026-07-21 00:59:45,21,VOICE,86043104637886,404456021282055,CGI-404-45-11009-3633
+919876543210,+919123456789,2026-07-21 01:11:52,268,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919876543210,+919875196033,2026-07-21 01:48:50,151,VOICE,359871109988776,404459876543210,CGI-404-45-11009-4768
+919887439161,+919846974050,2026-07-21 02:33:21,73,VOICE,86043104708517,404457853273410,CGI-404-45-11009-4132
+919876543210,+919123456789,2026-07-21 03:09:41,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919846974050,+919845269406,2026-07-21 03:17:40,21,VOICE,86043104788268,404458507385317,CGI-404-45-11009-3633
+919876543210,+919886183416,2026-07-21 03:24:20,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919811661391,+919875196033,2026-07-21 03:54:10,163,VOICE,86043104680280,404453799627354,CGI-404-45-11009-3162
+919841221207,+919847538529,2026-07-21 04:36:08,0,DATA,86043104154979,404456685867027,CGI-404-45-11009-2170
+919887439161,+919811661391,2026-07-21 05:13:51,56,VOICE,86043104121339,404456818186731,CGI-404-45-11009-3162
+919876543210,+919123456789,2026-07-21 05:57:16,377,VOICE,359871109988776,404459876543210,CGI-404-45-11009-9050
+919876543210,+919844447836,2026-07-21 06:07:34,30,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919865384622,+919816127655,2026-07-21 06:16:56,270,VOICE,86043104861035,404453377735736,CGI-404-45-11009-3633
+919887439161,+919847538529,2026-07-21 06:54:38,98,VOICE,86043104340435,404453170461792,CGI-404-45-11009-4132
+919831636323,+919886183416,2026-07-21 07:01:43,213,VOICE,86043104266599,404456205289692,CGI-404-45-11009-8644
+919810459204,+919847538529,2026-07-21 07:34:12,183,VOICE,86043104592421,404457733353948,CGI-404-45-11009-4132
+919887439161,+919885777327,2026-07-21 07:52:23,15,VOICE,86043104175580,404456619243530,CGI-404-45-11009-4768
+919876543210,+919123456789,2026-07-21 08:24:07,357,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919831636323,+919846974050,2026-07-21 08:35:45,231,VOICE,86043104737810,404459645003384,CGI-404-45-11009-8644
+919876543210,+919844447836,2026-07-21 09:07:51,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-2170
+919892700598,+919845269406,2026-07-21 09:49:51,16,VOICE,86043104575455,404453611137945,CGI-404-45-11009-9050
+919886183416,+919887439161,2026-07-21 10:24:44,0,SMS,86043104322968,404454880462408,CGI-404-45-11009-6584
+919876543210,+919892700598,2026-07-21 10:56:12,0,SMS,359871109988776,404459876543210,CGI-404-45-11009-1122
+919887439161,+919872631643,2026-07-21 11:17:04,0,SMS,86043104590859,404457420232705,CGI-404-45-11009-2553
